Fitness Progress Results
Population Size: 20
Steps: 250

Generation  Best        Average     Worst       StdDev      
59          13.19       11.35       7.15        1.08        
60          13.19       11.34       7.15        1.08        
61          13.19       11.33       7.15        1.08        
62          13.19       11.32       7.15        1.08        
63          13.19       11.30       7.15        1.08        
64          13.19       11.29       7.15        1.07        
65          13.15       11.27       7.15        1.07        
66          13.15       11.26       7.15        1.07        
67          13.15       11.24       7.15        1.07        
68          13.15       11.23       7.15        1.07        
69          13.15       11.21       7.15        1.07        
70          13.13       11.20       7.15        1.07        
71          13.04       11.18       7.15        1.07        
72          13.04       11.17       7.15        1.06        
73          13.04       11.17       7.15        1.06        
74          13.04       11.16       7.15        1.05        
75          12.81       11.14       7.15        1.05        
76          12.81       11.13       7.15        1.05        
77          12.81       11.11       7.15        1.04        
78          12.81       11.10       7.15        1.04        
79          12.81       11.09       7.15        1.04        
80          12.81       11.08       7.15        1.04        
81          12.81       11.07       7.05        1.05        
82          12.81       11.05       7.05        1.04        
83          12.79       11.03       7.05        1.04        
84          12.79       11.02       7.05        1.04        
85          12.79       11.00       7.05        1.04        
86          12.79       11.00       7.05        1.04        
87          12.79       10.99       7.05        1.03        
88          12.79       10.97       7.05        1.03        
89          12.79       10.95       7.05        1.03        
90          12.79       10.94       7.05        1.03        
91          12.79       10.93       7.05        1.03        
92          12.79       10.91       6.97        1.03        
93          12.79       10.90       6.97        1.03        
94          12.79       10.89       6.97        1.03        
95          12.79       10.88       6.97        1.03        
96          12.79       10.85       6.97        1.03        
97          12.79       10.82       6.97        1.04        
98          12.79       10.82       6.97        1.04        
99          12.79       10.81       6.97        1.04        
100         12.75       10.80       6.97        1.04        
101         12.68       10.79       6.97        1.04        
102         12.68       10.77       6.97        1.03        
103         12.68       10.76       6.97        1.03        
104         12.63       10.75       6.97        1.03        
105         12.63       10.73       6.97        1.03        
106         12.63       10.71       6.97        1.02        
107         12.63       10.69       6.97        1.02        
108         12.63       10.68       6.97        1.02        
109         12.63       10.66       6.69        1.03        
110         12.63       10.65       6.69        1.03        
111         12.63       10.64       6.69        1.03        
112         12.63       10.63       6.69        1.02        
113         12.63       10.62       6.69        1.02        
114         12.63       10.60       6.69        1.02        
115         12.63       10.59       6.69        1.02        
116         12.63       10.58       6.69        1.02        
117         12.63       10.58       6.69        1.02        
118         12.63       10.57       6.69        1.02        
119         12.63       10.57       6.69        1.02        
120         12.63       10.56       6.69        1.02        
121         12.54       10.54       6.69        1.02        
122         12.54       10.53       6.69        1.02        
123         12.50       10.52       6.69        1.02        
124         12.47       10.51       6.69        1.02        
125         12.47       10.50       6.69        1.01        
126         12.45       10.48       6.69        1.01        
127         12.45       10.47       6.69        1.01        
128         12.45       10.45       6.69        1.01        
129         12.34       10.43       6.69        1.01        
130         12.34       10.41       6.26        1.02        
131         12.34       10.40       6.26        1.02        
132         12.34       10.39       6.26        1.01        
133         12.34       10.38       6.26        1.01        
134         12.34       10.37       6.26        1.01        
135         12.34       10.36       6.26        1.01        
136         12.34       10.36       6.26        1.01        
137         12.33       10.34       6.26        1.01        
138         12.31       10.33       6.26        1.02        
139         12.31       10.32       6.26        1.02        
140         12.31       10.31       6.26        1.02        
141         12.31       10.31       6.26        1.02        
142         12.31       10.30       6.26        1.02        
143         12.31       10.29       6.26        1.02        
144         12.31       10.28       6.26        1.01        
145         12.08       10.28       6.26        1.01        
146         12.08       10.27       6.26        1.01        
147         12.08       10.26       6.26        1.00        
148         12.08       10.26       6.26        1.00        
149         12.08       10.25       6.26        1.00        
150         12.08       10.25       6.26        1.00        
151         12.08       10.25       6.26        1.00        
152         12.08       10.24       6.26        1.01        
153         12.08       10.23       6.26        1.00        
154         12.05       10.22       6.26        1.00        
155         12.05       10.21       6.26        1.00        
156         12.05       10.21       6.26        1.00        
157         12.05       10.20       6.26        1.00        
158         12.03       10.20       6.26        1.00        
159         12.03       10.19       6.26        1.00        
160         12.03       10.19       6.26        1.00        
161         12.03       10.18       6.26        0.99        
162         12.03       10.18       6.26        0.99        
163         12.03       10.17       6.26        0.99        
164         12.03       10.17       6.26        0.99        
165         11.95       10.15       6.26        0.99        
166         11.95       10.14       6.26        0.98        
167         11.95       10.14       6.26        0.98        
168         11.95       10.13       6.26        0.98        
169         11.95       10.13       6.26        0.98        
170         11.95       10.12       6.26        0.98        
171         11.95       10.11       6.26        0.98        
172         11.95       10.10       6.26        0.99        
173         11.95       10.09       6.26        0.99        
174         11.95       10.09       6.26        0.99        
175         11.95       10.08       6.13        0.99        
176         11.95       10.08       6.13        0.99        
177         11.95       10.08       6.13        0.99        
178         11.95       10.07       6.13        0.99        
179         11.95       10.07       6.13        0.99        
180         11.95       10.06       6.13        0.99        
181         11.95       10.06       6.13        0.99        
182         11.95       10.06       6.13        0.99        
183         11.95       10.06       6.13        0.99        
184         11.95       10.05       6.13        0.99        
185         11.95       10.05       6.13        0.99        
186         11.95       10.04       6.13        0.99        
187         11.95       10.03       6.13        0.98        
188         11.95       10.03       6.13        0.98        
189         11.95       10.02       6.13        0.98        
190         11.95       10.02       6.13        0.98        
191         11.95       10.01       6.13        0.98        
192         11.90       10.00       6.13        0.98        
193         11.90       10.00       6.13        0.98        
194         11.90       9.98        6.13        0.98        
195         11.90       9.98        6.13        0.98        
196         11.90       9.97        6.13        0.99        
197         11.89       9.96        6.13        0.98        
198         11.89       9.96        6.13        0.98        
199         11.89       9.95        6.13        0.98        
200         11.89       9.94        6.13        0.98        
201         11.89       9.92        6.13        0.98        
202         11.89       9.92        6.13        0.98        
203         11.89       9.91        6.13        0.97        
204         11.89       9.91        6.13        0.97        
205         11.89       9.91        6.13        0.97        
206         11.89       9.90        6.13        0.97        
207         11.89       9.89        5.45        0.98        
208         11.89       9.89        5.45        0.99        
209         11.89       9.88        5.45        0.99        
210         11.89       9.88        5.45        0.99        
211         11.89       9.87        5.45        0.99        
212         11.89       9.87        5.45        0.99        
213         11.89       9.86        5.45        1.00        
214         11.89       9.86        5.45        1.00        
215         11.89       9.86        5.45        0.99        
216         11.82       9.85        5.45        0.99        
217         11.82       9.84        5.45        1.00        
218         11.82       9.83        5.45        1.00        
219         11.82       9.82        5.33        1.01        
220         11.82       9.82        5.33        1.01        
221         11.82       9.82        5.33        1.01        
222         11.73       9.81        5.33        1.00        
223         11.73       9.81        5.33        1.00        
224         11.73       9.81        5.33        1.00        
225         11.73       9.80        5.33        1.00        
226         11.73       9.80        5.33        1.00        
227         11.73       9.79        5.33        1.00        
228         11.73       9.78        5.33        1.00        
229         11.73       9.77        5.33        1.00        
230         11.73       9.77        5.33        1.00        
231         11.73       9.76        5.33        1.00        
232         11.73       9.75        5.33        1.00        
233         11.73       9.75        5.33        1.00        
234         11.73       9.75        5.33        1.00        
235         11.73       9.74        5.33        1.00        
236         11.73       9.73        5.33        1.00        
237         11.73       9.73        5.33        1.01        
238         11.73       9.72        5.33        1.01        
239         11.71       9.72        5.33        1.01        
240         11.71       9.71        5.33        1.01        
241         11.68       9.70        5.33        1.01        
242         11.68       9.70        5.33        1.01        
243         11.68       9.69        5.33        1.00        
244         11.68       9.69        5.33        1.00        
245         11.68       9.69        5.33        1.01        
246         11.68       9.68        5.33        1.00        
247         11.68       9.67        5.33        1.01        
248         11.68       9.67        5.33        1.01        
249         11.68       9.66        5.33        1.00        
